selected_text,sentiment
off to see the doc in bit to get the knee checked out,0
lol well no ve had insomnia since was since then dont sleep lot of hours but the ones do are great,0
just not happening,1
going camping in coupla hours gotta pack everything by myself,0
got in fist fight with old biker guy and how dare you even ask yes kicked his,1
am mid detox won eat any,0
working weekend it looks like,0
good,2
time to play,0
he completely amazing,2
by newark,0
is up for lots of revision today and then out toniight,0
just woke up to flat tire,0
currently unemployed,1
awww missed,1
hey hunny bunny what weekend is that like day off or something,0
diversity diversity diversity todayyyyyy,0
glad to hear,2
,1
hope,2
searching too we ll compare notes,0
sorry if unsociable,0
why do always wake up one minute before my alarm is scheduled to go off,0
cough star trek cough,0
hope,2
hurts,1
chilled in my room with my baby book missed my bro leavin he really is cool had stripper shirt on said suppoort single moms funny,0
hahaha,2
aint lost me right here,0
hope ye got dem ur site is amazing got on everyday tryed my own it failed lol,0
best,2
excited,2
so much to do,1
on way to the wimbledon with to watch star trek imax baby,0
gutted,1
ok so this shower has been calling my name for about an hour think ll indulge respond now while allow robin thicke to serenade me,0
the perfect after food,2
learning to,0
was singing she not impressed,1
babe ive been aight urselff,0
at work,0
he pissing me off,1
actually really do mostly when forget to take off my makeup before bed,0
gud nite all,2
like,2
happy,2
who is lili homie lili and am black to be exact lol,0
happy,2
happy,2
is wishing good night everybody,2
didnt get it clear,0
babies the best,2
de wereld need more ppl like you,2
another loser,1
look who brought home,0
you lack time,1
not heap hey just bout tu hit the sack its am here need someone tu cuddle sucks wbu,1
straight you know what the game is and if you ve heard the tracks you ll know why ve been rocking out,2
im hyper im bored,1
popularity contest and they think twitter will help and it become trendy,0
people eight years my junior can understand most of my references,0
whoops,1
in my opinion one gray hair is one too many have way too many as well,0
graandma houseee havee too leave now,1
interesting,2
star trek pretty much rocked my life,2
makes for great entertainment on tv it is great to try and figure out the kill,2
my phone is ultra fast now with all the latest firmware updates installed,0
fun,2
yes it is nice,2
that ll do it too,0
starving,1
im goo,2
um why arent episodes of lost season on abc good thing im going to vegas in the am to keep me distracted from this tragedy,0
love kenan,2
can do,1
should be asleep trying to be,0
watching hours,0
wants see my friends,2
excited,2
getting back from smackdown ecw show,0
the apartment is starting to feel like mine,0
june gloom is upon us,0
ben love yahh babe miss you hope to see tomorrow mommy love you tomorrow happy mothers day happy mother day to all moms,2
splendid ev,2
dont undrstand malaysian busays just english tagalog at waray only,0
you re welcome math is really not my favorite thing but it also so useful so,0
what great sunday,2
apparently today is happy star wars day suppose to say may the th be with you,0
sorry if confusing anyone keep forgetting to the desktop twitterific is not so terrific very different from iphone app,0
sorry,1
awesome,2
is back to revision bye bye hannah,0
happy,2
wrong,1
fun times,2
you can even gift money away these days re,0
ao leave me,1
won,2
sorry bout day,1
trying to figure out how to use this twitter thing hahhh,0
thank,2
everybody is leaving work early except me,0
words later it bedtime,0
enjoyed,2
good morning it beautiful here today shame going to spend most of the day being an unpaid taxi driver,0
ill have photo up tomorrow kay,0
bugger that would have been nice but typically we re heading to bristol,0
it all over now now have to go talk to people in melrose cashier registrar etc all those unfun places,0
wathing dollhouse on hulu eating the special from el taquito and beer day week is going well,2
omg am so sorry sorry,1
used to have nkotb sleeping bag too don know where it is now,0
thanks yes lot,2
you can be cinderelliiee,0
happy,2
good to be back go to the junction with the coolest people at ollies,2
go to the setting on the ipod iphone home screen scroll to the bottom you will find twitterfon settings,0
aw what about me,0
on relapse mom and dad need you jesus christ you stay away,0
bad,1
fail,1
sorry hear albert isnt well dont know whole story so ll keep ya ll both in my prayers hugs both,0
camera died right at that moment,1
funny,2
yes but now not going to be paid to be in the pub,0
omgosh just saw hattie wake up must be summer when your garden hedgehog comes out of hibernation,0
fun,2
in pre twitter days need to wait for formal invitation to speak on edu from,0
opps try that again the keyboard is all back to front mac to pc and back madness really chef,0
summer is really ending it raining,0
kind of miss my old phone already,1
recovering from my crazy family love them but they ain got it all only see em couple of times year so guess can deal,2
funny,2
listening to some house music what else got gig in san francisco next friday be there details on my,0
suck,1
glad,2
work at one sucks miss happy hour,1
the problem had of doing it all myself good idea,0
now know why it didn work just not too keen on paying though for ndary social network,0
test discovery just missed being in py,1
downside though is that you re breaking the thread,0
wo coffiees to go pleaz,0
died,1
dont want it to be over,1
congratulations,2
oh no need to stop could use the ego boost,0
nice,2
just chillin in pjs after short but long week why is someone continually knocking at my door,0
thanks,2
sorry,1
coming to the end of my vacation,0
happy,2
loving,2
really want to see you guys,2
want noms,0
you re gonna feel that tomorrow or tonight coffee laxative how the writing coming,0
ohhhh,1
what happened to my real time feed now friend feed is just like the twitter website,0
honour,2
it wasn that good tonight,1
wants to go sit in park but should really be painting the bathroom,0
my internet just crashed will ttytomorrow,1
hope,2
thanks,2
rblpnqte sheesh am sending one up to you think you could use it lol rb delux,0
morning workout sesh love life,2
ultra sweet,2
sorry,1
may the th be with you,0
yum,2
preston stayed home and don know why,0
her before mine hon it one of few rules do not break under any circumstances,0
good,2
awesome,2
haha was just talking about that to my colleague have dms only are actual messages and not spam,0
hope your day was good,2
yes dear opff bbl,0
would love to help,2
like your new pix,2
musical theatre actor wish,2
were great,2
dinner smells good,2
going to revise for physics,0
happy,2
hmmm neeeddd foooddd nd is looking forward playing with the puppy day nd seeing lewishhh,0
you are beautiful,2
followfriday is easy enough for those who are annoyed by it recommend relatively few people anyway,0
congratulations,2
good,2
sad,1
miss high school lunches lot,1
going to bed how ever reading this,0
never smh don own flats lol,0
working but it fridaaaayyyyy,0
all this talk of buttershots has me wanting some maybe ll have small bit over ice haven had any since faire,0
don hurt me,1
got back from helping my sis with stuff for my niece st birthday saw psp ds lite car charger in toy kingdom sm for only,0
that would be most ideal however now dont see myself leaving before gonna have to take rain check,0
